City,State,Postal Code,Region,Country,Customer ID
Dallas,Texas,75220,Central,United States,DB-12910
Seattle,Washington,98105,West,United States,JK-15640
Mesquite,Texas,75150,Central,United States,FC-14335
Long Beach,New York,11561,East,United States,JW-15955
North Miami,Florida,33161,South,United States,DC-12850
Bakersfield,California,93309,West,United States,FM-14290
Jackson,Mississippi,39212,South,United States,MT-17815
Fremont,Nebraska,68025,Central,United States,DK-13090
Jackson,Michigan,49201,Central,United States,KD-16495
San Francisco,California,94122,West,United States,AG-10300
Lancaster,Ohio,43130,East,United States,MH-18115
Lafayette,Louisiana,70506,South,United States,AC-10450
Richmond,Kentucky,40475,South,United States,FM-14290
Houston,Texas,77070,Central,United States,RA-19285
New York City,New York,10024,East,United States,JG-15160
Toledo,Ohio,43615,East,United States,NZ-18565
Philadelphia,Pennsylvania,19143,East,United States,KM-16225
Philadelphia,Pennsylvania,19140,East,United States,LC-17140
Denver,Colorado,80219,West,United States,NP-18700
Philadelphia,Pennsylvania,19143,East,United States,RB-19330
Columbia,Maryland,21044,East,United States,TH-21550
New York City,New York,10024,East,United States,CK-12595
New York City,New York,10035,East,United States,ST-20530
Newark,Ohio,43055,East,United States,GB-14530
Dallas,Texas,75217,Central,United States,NC-18535
Philadelphia,Pennsylvania,19134,East,United States,AB-10255
San Antonio,Texas,78207,Central,United States,SC-20770
Philadelphia,Pennsylvania,19120,East,United States,JC-15340
Los Angeles,California,90004,West,United States,RA-19285
Smyrna,Tennessee,37167,South,United States,SH-19975
Macon,Georgia,31204,South,United States,JC-15775
San Francisco,California,94109,West,United States,BC-11125
Seattle,Washington,98103,West,United States,JH-15985
Columbus,Ohio,43229,East,United States,CC-12610
Los Angeles,California,90004,West,United States,DB-12970
Springfield,Ohio,45503,East,United States,PP-18955
Los Angeles,California,90008,West,United States,MC-17845
Los Angeles,California,90045,West,United States,VF-21715
Memphis,Tennessee,38109,South,United States,MC-17275
Detroit,Michigan,48234,Central,United States,DB-13210
Lawrence,Indiana,46226,Central,United States,AJ-10945
Jacksonville,Florida,32216,South,United States,CP-12340
Dublin,Ohio,43017,East,United States,DB-13555
Plantation,Florida,33317,South,United States,EB-13750
Glendale,Arizona,85301,West,United States,JP-15460
Jackson,Michigan,49201,Central,United States,SC-20050
Quincy,Massachusetts,2169,East,United States,FM-14290
Salem,Oregon,97301,West,United States,TB-21250
Troy,Ohio,45373,East,United States,EH-14125
Philadelphia,Pennsylvania,19143,East,United States,ML-17410
San Diego,California,92105,West,United States,MH-17620
Clinton,Maryland,20735,East,United States,BT-11680
Riverside,California,92503,West,United States,JC-15340
Port Saint Lucie,Florida,34952,South,United States,DB-13210
Mesa,Arizona,85204,West,United States,DO-13435
Denver,Colorado,80219,West,United States,FA-14230
Springfield,Virginia,22153,South,United States,QJ-19255
Seattle,Washington,98115,West,United States,TC-21475
Tempe,Arizona,85281,West,United States,ON-18715
Yonkers,New York,10701,East,United States,AD-10180
Rochester,New York,14609,East,United States,AC-10615
Toledo,Ohio,43615,East,United States,MF-17665
Decatur,Alabama,35601,South,United States,DH-13075
Dallas,Texas,75220,Central,United States,EN-13780
Mesquite,Texas,75150,Central,United States,SS-20140
Los Angeles,California,90045,West,United States,RS-19765
Seattle,Washington,98103,West,United States,JW-15955
Olympia,Washington,98502,West,United States,JK-15625
Omaha,Nebraska,68104,Central,United States,JO-15550
Columbus,Georgia,31907,South,United States,TP-21130
Columbus,Indiana,47201,Central,United States,BS-11590
Jackson,Mississippi,39212,South,United States,AB-10255
Houston,Texas,77070,Central,United States,FO-14305
Phoenix,Arizona,85023,West,United States,MF-17665
Chicago,Illinois,60653,Central,United States,SA-20830
Denver,Colorado,80219,West,United States,SH-19975
Newark,Delaware,19711,East,United States,JL-15235
Clinton,Maryland,20735,East,United States,KH-16630
New York City,New York,10011,East,United States,RM-19750
Newark,Delaware,19711,East,United States,VM-21835
Jackson,Michigan,49201,Central,United States,LH-17155
New York City,New York,10011,East,United States,WB-21850
Rock Hill,South Carolina,29730,South,United States,AP-10915
Columbus,Georgia,31907,South,United States,RA-19915
Inglewood,California,90301,West,United States,DR-12880
Odessa,Texas,79762,Central,United States,JG-15310
Newark,Ohio,43055,East,United States,LC-16870
Los Angeles,California,90049,West,United States,GB-14530
Everett,Massachusetts,2149,East,United States,CK-12205
West Allis,Wisconsin,53214,Central,United States,TS-21160
Chicago,Illinois,60623,Central,United States,MH-18025
Houston,Texas,77036,Central,United States,DM-12955
Houston,Texas,77036,Central,United States,JJ-15760
Hialeah,Florida,33012,South,United States,KB-16585
San Francisco,California,94122,West,United States,CM-12160
Philadelphia,Pennsylvania,19140,East,United States,FM-14215
Columbia,South Carolina,29203,South,United States,RF-19735
Miami,Florida,33180,South,United States,JK-15370
Chula Vista,California,91911,West,United States,JB-16045
Miami,Florida,33180,South,United States,PN-18775
New York City,New York,10035,East,United States,LF-17185
Manhattan,Kansas,66502,Central,United States,RH-19510
Philadelphia,Pennsylvania,19120,East,United States,MC-17575
Memphis,Tennessee,38109,South,United States,MN-17935
Fort Lauderdale,Florida,33311,South,United States,EH-14125
Columbus,Ohio,43229,East,United States,TC-21535
Los Angeles,California,90045,West,United States,JD-15895
Houston,Texas,77041,Central,United States,IL-15100
Omaha,Nebraska,68104,Central,United States,SW-20350
Los Angeles,California,90004,West,United States,DP-13390
Altoona,Pennsylvania,16602,East,United States,BT-11395
New York City,New York,10024,East,United States,JE-15475
San Diego,California,92037,West,United States,EJ-13720
Miami,Florida,33178,South,United States,BE-11410
Greensboro,North Carolina,27405,South,United States,KL-16555
Jacksonville,North Carolina,28540,South,United States,NC-18415
Plantation,Florida,33317,South,United States,AH-10690
Milwaukee,Wisconsin,53209,Central,United States,PK-19075
Quincy,Illinois,62301,Central,United States,NG-18430
Jacksonville,Florida,32216,South,United States,ZD-21925
Mobile,Alabama,36608,South,United States,NW-18400
New York City,New York,10024,East,United States,HG-14845
New York City,New York,10011,East,United States,CC-12685
Dallas,Texas,75217,Central,United States,JG-15805
Detroit,Michigan,48234,Central,United States,RW-19540
Dover,Delaware,19901,East,United States,LS-17230
Columbus,Ohio,43229,East,United States,MY-18295
Glendale,Arizona,85301,West,United States,JM-15655
North Las Vegas,Nevada,89031,West,United States,KM-16720
Bristol,Tennessee,37620,South,United States,KE-16420
Los Angeles,California,90049,West,United States,TS-21370
Canton,Michigan,48187,Central,United States,SZ-20035
Fayetteville,Arkansas,72701,South,United States,JE-15745
Springfield,Missouri,65807,Central,United States,MS-17980
Quincy,Massachusetts,2169,East,United States,DH-13675
Rockford,Illinois,61107,Central,United States,GT-14755
San Francisco,California,94122,West,United States,GH-14410
San Antonio,Texas,78207,Central,United States,DM-13015
Thornton,Colorado,80229,West,United States,TC-21295
Chicago,Illinois,60653,Central,United States,JK-16120
Yonkers,New York,10701,East,United States,NC-18415
San Diego,California,92037,West,United States,AJ-10960
Champaign,Illinois,61821,Central,United States,LC-16885
San Francisco,California,94122,West,United States,GW-14605
Lawrence,Indiana,46226,Central,United States,SC-20305
San Diego,California,92105,West,United States,JF-15355
Johnson City,Tennessee,37604,South,United States,DM-13015
Tampa,Florida,33614,South,United States,EP-13915
Decatur,Illinois,62521,Central,United States,JG-15805
Gilbert,Arizona,85234,West,United States,PF-19120
Knoxville,Tennessee,37918,South,United States,DW-13195
Chicago,Illinois,60653,Central,United States,CK-12595
Bloomington,Indiana,47401,Central,United States,CC-12670
Roswell,Georgia,30076,South,United States,SV-20785
Los Angeles,California,90036,West,United States,SP-20860
Houston,Texas,77036,Central,United States,MS-17770
Bolingbrook,Illinois,60440,Central,United States,TC-21475
Texarkana,Arkansas,71854,South,United States,SJ-20125
San Antonio,Texas,78207,Central,United States,DS-13180
Edinburg,Texas,78539,Central,United States,SC-20800
Toledo,Ohio,43615,East,United States,SH-20395
Baytown,Texas,77520,Central,United States,SF-20965
Philadelphia,Pennsylvania,19143,East,United States,MG-17680
Los Angeles,California,90045,West,United States,CS-12400
Philadelphia,Pennsylvania,19143,East,United States,VT-21700
Pearland,Texas,77581,Central,United States,AB-10105
New York City,New York,10035,East,United States,MM-18280
Phoenix,Arizona,85023,West,United States,ML-17410
Chesapeake,Virginia,23320,South,United States,KD-16495
Chicago,Illinois,60610,Central,United States,RF-19735
Chicago,Illinois,60623,Central,United States,SC-20305
Seattle,Washington,98103,West,United States,BN-11515
Harlingen,Texas,78550,Central,United States,JS-15880
Philadelphia,Pennsylvania,19140,East,United States,VG-21805
Bakersfield,California,93309,West,United States,AW-10840
Grand Prairie,Texas,75051,Central,United States,LS-17230
Greenwood,Indiana,46142,Central,United States,MH-17455
New York City,New York,10024,East,United States,TS-21340
Memphis,Tennessee,38109,South,United States,EH-13945
Buffalo,New York,14215,East,United States,MG-17695
Los Angeles,California,90036,West,United States,DO-13435
Homestead,Florida,33030,South,United States,AF-10870
Pasadena,Texas,77506,Central,United States,SN-20710
Freeport,New York,11520,East,United States,MO-17500
Denver,Colorado,80219,West,United States,ON-18715
Quincy,Massachusetts,2169,East,United States,SC-20095
Detroit,Michigan,48205,Central,United States,MS-17710
San Francisco,California,94109,West,United States,DN-13690
Nashville,Tennessee,37211,South,United States,RB-19360
Detroit,Michigan,48227,Central,United States,NH-18610
Los Angeles,California,90045,West,United States,ED-13885
Philadelphia,Pennsylvania,19140,East,United States,PW-19240
Asheville,North Carolina,28806,South,United States,DM-13345
New York City,New York,10024,East,United States,DW-13540
Colorado Springs,Colorado,80906,West,United States,EH-14125
San Antonio,Texas,78207,Central,United States,KE-16420
Los Angeles,California,90036,West,United States,SP-20920
Sterling Heights,Michigan,48310,Central,United States,PS-19045
New York City,New York,10009,East,United States,JM-15250
Richmond,Virginia,23223,South,United States,EB-13930
Seattle,Washington,98105,West,United States,FG-14260
New York City,New York,10024,East,United States,TH-21235
Seattle,Washington,98115,West,United States,PL-18925
Los Angeles,California,90045,West,United States,CC-12370
Lakewood,California,90712,West,United States,JM-15535
Plainfield,New Jersey,7060,East,United States,KF-16285
Columbia,Tennessee,38401,South,United States,CS-12175
Woonsocket,Rhode Island,2895,East,United States,AR-10540
Lancaster,Pennsylvania,17602,East,United States,MS-17770
Tampa,Florida,33614,South,United States,DB-13120
Kenosha,Wisconsin,53142,Central,United States,DK-12895
Port Saint Lucie,Florida,34952,South,United States,MP-17965
Seattle,Washington,98115,West,United States,Dp-13240
San Antonio,Texas,78207,Central,United States,CC-12220
Roswell,Georgia,30076,South,United States,KM-16660
Louisville,Colorado,80027,West,United States,MK-17905
Los Angeles,California,90036,West,United States,SC-20725
Philadelphia,Pennsylvania,19143,East,United States,CC-12475
Superior,Wisconsin,54880,Central,United States,BT-11305
Atlanta,Georgia,30318,South,United States,FH-14350
Chester,Pennsylvania,19013,East,United States,AA-10645
San Francisco,California,94110,West,United States,JO-15145
Bedford,Texas,76021,Central,United States,SF-20965
Lafayette,Louisiana,70506,South,United States,CS-12355
Covington,Washington,98042,West,United States,SN-20710
Lorain,Ohio,44052,East,United States,JM-15655
Chicago,Illinois,60623,Central,United States,FH-14350
San Francisco,California,94110,West,United States,AJ-10795
San Francisco,California,94110,West,United States,JF-15565
Houston,Texas,77070,Central,United States,CS-11845
Chicago,Illinois,60653,Central,United States,SP-20920
New York City,New York,10035,East,United States,KE-16420
